228955#2014-11-07 17:32:05#228870#2014-11-07 17:32:05#1018120#0.6977#0106000020E61000000100000001030000000100000005000000299742F7176160404FC8EFE9C1DE494027C3AF603461604075F51906E2DF4940528899E0A861604058EF26AE99DF49408CBA5A178C616040EBFFDAC979DE4940299742F7176160404FC8EFE9C1DE4940#0101000020E61000002B030C56606160406013A4ED2DDF4940#Дальневосточный#Амурская обл.#Селемджинский#лесной#2014-11-08#f
228956#2014-11-07 17:32:05#227610#2014-11-07 17:32:05#2041860#0.0191#0106000020E6100000010000000103000000010000000700000011C3507F84606040B6CDE031B4E2494044280010A1606040E7490470D4E34940E007ADA8BD6060401EE21FB6F4E449400D19B06032616040AEE11A86ACE44940A36000C0156160407749FF3F8CE34940F61C60FFF8606040E17EE1116CE2494011C3507F84606040B6CDE031B4E24940#0101000020E610000045BBB867DB606040CBEC2974B0E34940#Дальневосточный#Амурская обл.#Селемджинский#лесной#2014-11-08#f
228956#2014-11-07 17:32:05#227610#2014-11-08 02:56:52#2041860#0.0191#0106000020E6100000010000000103000000010000000700000011C3507F84606040B6CDE031B4E2494044280010A1606040E7490470D4E34940E007ADA8BD6060401EE21FB6F4E449400D19B06032616040AEE11A86ACE44940A36000C0156160407749FF3F8CE34940F61C60FFF8606040E17EE1116CE2494011C3507F84606040B6CDE031B4E24940#0101000020E610000045BBB867DB606040CBEC2974B0E34940#Дальневосточный#Амурская обл.#Селемджинский#лесной#2014-11-08#f
228957#2014-11-07 17:32:05#228872#2014-11-07 17:32:05#1201348#0.297#0106000020E6100000010000000103000000010000000500000039647FB01E8E60404797D45CB0B048401A3069083E8E604053449FF2DCB14840DDA9CA08B98E604003DA4E4286B14840EE2D1F289B8E604032CD118558B0484039647FB01E8E60404797D45CB0B04840#0101000020E61000000FB2A4336C8E60403CA04FB81AB14840#Дальневосточный#Еврейская а. обл.#Облученский#лесной#2014-11-08#f
228957#2014-11-07 17:32:05#228872#2014-11-07 17:32:05#1201348#0.297#0106000020E6100000010000000103000000010000000500000039647FB01E8E60404797D45CB0B048401A3069083E8E604053449FF2DCB14840DDA9CA08B98E604003DA4E4286B14840EE2D1F289B8E604032CD118558B0484039647FB01E8E60404797D45CB0B04840#0101000020E61000000FB2A4336C8E60403CA04FB81AB14840#Дальневосточный#Хабаровский край#Верхнебуреинский#лесной#2014-11-08#f
228958#2014-11-07 17:32:05#224995#2014-11-07 17:32:05#7868025#6.7339#0106000020E6100000010000000103000000010000000D000000814004A82B895F4009DCFCB779254A40A39FFC1F58895F406DFB0558B7264A408E210038768A5F40ECA2099078264A40A9902384A48A5F401405D936B5274A40AD0CD38CBF8B5F40221BC4DE76274A40592E0200938B5F40B30101003A264A400FADFCCFAD8C5F40912CFDD7FB254A4083E500A87F8C5F409E40F937BF244A409525BE03518C5F400A69090983234A408D8AACF3378B5F40BB662C79C0234A40541244A31C8A5F40E97E4E41FE234A40CF83FDCF488A5F40A66BFD5F3B254A40814004A82B895F4009DCFCB779254A40#0101000020E6100000BE49E257148B5F4092E0735D7C254A40#Дальневосточный#Амурская обл.#Магдагачинский#нет данных#2014-11-08#f
228958#2014-11-07 17:32:05#224995#2014-11-08 02:56:52#7868025#6.7339#0106000020E6100000010000000103000000010000000D000000814004A82B895F4009DCFCB779254A40A39FFC1F58895F406DFB0558B7264A408E210038768A5F40ECA2099078264A40A9902384A48A5F401405D936B5274A40AD0CD38CBF8B5F40221BC4DE76274A40592E0200938B5F40B30101003A264A400FADFCCFAD8C5F40912CFDD7FB254A4083E500A87F8C5F409E40F937BF244A409525BE03518C5F400A69090983234A408D8AACF3378B5F40BB662C79C0234A40541244A31C8A5F40E97E4E41FE234A40CF83FDCF488A5F40A66BFD5F3B254A40814004A82B895F4009DCFCB779254A40#0101000020E6100000BE49E257148B5F4092E0735D7C254A40#Дальневосточный#Амурская обл.#Магдагачинский#нет данных#2014-11-08#f
228958#2014-11-07 17:32:05#224995#2014-11-08 04:40:06#7868025#6.7339#0106000020E6100000010000000103000000010000000D000000814004A82B895F4009DCFCB779254A40A39FFC1F58895F406DFB0558B7264A408E210038768A5F40ECA2099078264A40A9902384A48A5F401405D936B5274A40AD0CD38CBF8B5F40221BC4DE76274A40592E0200938B5F40B30101003A264A400FADFCCFAD8C5F40912CFDD7FB254A4083E500A87F8C5F409E40F937BF244A409525BE03518C5F400A69090983234A408D8AACF3378B5F40BB662C79C0234A40541244A31C8A5F40E97E4E41FE234A40CF83FDCF488A5F40A66BFD5F3B254A40814004A82B895F4009DCFCB779254A40#0101000020E6100000BE49E257148B5F4092E0735D7C254A40#Дальневосточный#Амурская обл.#Магдагачинский#нет данных#2014-11-08#f
228959#2014-11-07 19:08:43#199976#2014-11-07 19:08:43#1018718#0.1118#0106000020E610000001000000010300000001000000050000002ED5BB2E32995A40FB61DFA95B044A40409248916B995A406D6D23967B054A40D48448E1559A5A40E08421F632054A40C2C7BB7E1C9A5A406D79DD0913044A402ED5BB2E32995A40FB61DFA95B044A40#0101000020E6100000022D0208C4995A406E730050C7044A40#Сибирский#Респ. Бурятия#Кабанский#нелесной#2014-11-08#f
228959#2014-11-07 19:08:43#199976#2014-11-08 06:23:25#1018718#0.1118#0106000020E610000001000000010300000001000000050000002ED5BB2E32995A40FB61DFA95B044A40409248916B995A406D6D23967B054A40D48448E1559A5A40E08421F632054A40C2C7BB7E1C9A5A406D79DD0913044A402ED5BB2E32995A40FB61DFA95B044A40#0101000020E6100000022D0208C4995A406E730050C7044A40#Сибирский#Респ. Бурятия#Кабанский#нелесной#2014-11-08#f
228960#2014-11-07 19:08:43#199976#2014-11-07 19:08:43#2041321#0.9184#0106000020E610000001000000010300000001000000070000008B99D0660D9E5A405CAFE941C1014A402FA52E19479E5A40DAF21D3EE1024A409FE42FA9319F5A40A620267E98024A40DAC025191CA05A40DDB820B64F024A408FCBD146E29F5A40C4C3E6A92F014A408D32D1D6F79E5A409963DC8178014A408B99D0660D9E5A405CAFE941C1014A40#0101000020E6100000C85C92BC149F5A40D1584D7D08024A40#Сибирский#Респ. Бурятия#Кабанский#лесной#2014-11-08#f
228960#2014-11-07 19:08:43#199976#2014-11-08 06:23:25#2041321#0.9184#0106000020E610000001000000010300000001000000070000008B99D0660D9E5A405CAFE941C1014A402FA52E19479E5A40DAF21D3EE1024A409FE42FA9319F5A40A620267E98024A40DAC025191CA05A40DDB820B64F024A408FCBD146E29F5A40C4C3E6A92F014A408D32D1D6F79E5A409963DC8178014A408B99D0660D9E5A405CAFE941C1014A40#0101000020E6100000C85C92BC149F5A40D1584D7D08024A40#Сибирский#Респ. Бурятия#Кабанский#лесной#2014-11-08#f
228961#2014-11-07 19:08:43#224976#2014-11-07 19:08:43#1032317#\N#0106000020E61000000100000001030000000100000005000000AC572EA706B45A403CD5089A22FD4940A0F5D7C841B45A406C2FF53543FE494069EDCFA82DB55A407BA9F135F8FD494096223B67F2B45A404A4F059AD7FC4940AC572EA706B45A403CD5089A22FD4940#0101000020E6100000E0EA4A219AB45A4031C4D66A8DFD4940#Сибирский#Респ. Бурятия#Кабанский#нелесной#2014-11-08#f
228962#2014-11-07 19:08:43#228962#2014-11-07 19:08:43#1326643#\N#0106000020E61000000100000001030000000100000005000000D260852193685B403BFC56678CAF4940EE7BF56DD8685B40B534D850C1B049403D665E16EC695B40EF3CAF805BB049409A80DBEAA4695B40E67FEA0627AF4940D260852193685B403BFC56678CAF4940#0101000020E610000099F990323F695B409D64DD39F4AF4940#Сибирский#Забайкальский край#Хилокский#лесной#2014-11-08#f
228962#2014-11-07 19:08:43#228962#2014-11-07 19:08:43#1326643#\N#0106000020E61000000100000001030000000100000005000000D260852193685B403BFC56678CAF4940EE7BF56DD8685B40B534D850C1B049403D665E16EC695B40EF3CAF805BB049409A80DBEAA4695B40E67FEA0627AF4940D260852193685B403BFC56678CAF4940#0101000020E610000099F990323F695B409D64DD39F4AF4940#Сибирский#Забайкальский край#Петровск-Забайкальский#лесной#2014-11-08#f
228963#2014-11-07 20:48:31#228830#2014-11-07 20:48:31#5404102#0.0792#0106000020E6100000010000000103000000010000000500000059969E9F188E5640BCFC14E88F5F4640F76669E1918E564031E75B17656146409AB9FA90FB90564067704A2F20604640DB151B6F829056401CD2A8C0495E464059969E9F188E5640BCFC14E88F5F4640#0101000020E61000008825D13B8A8F5640B8A417A6D75F4640#Сибирский#Респ. Алтай#Кош-Агачский#нет данных#2014-11-08#f
228964#2014-11-08 01:19:05#228964#2014-11-08 01:19:05#13966880#0.928530196729093#0106000020E6100000010000000103000000010000000B00000018E83D42EBA4604041AE1E413B234840AD355914EDA4604039396CF2A8234840E1CB4C82BAA460400BFE2BE9B0234840068AB37DC3A46040E521D776A8254840C475EF5529A66040982619F76E2548400073EB3D8EA76040C1D86B0F35254840792900AF8CA760401AB6FFB5D4244840EAB0C22DBFA76040A94F7287CD244840F70E2B9AB6A76040CD8D8E50D82248405F1B3BF251A660403C01E2E80923484018E83D42EBA4604041AE1E413B234840#0101000020E61000000F99E5883BA660408B29F2B43C244840#Дальневосточный#Еврейская а. обл.#Биробиджанский#лесной#2014-11-08#t
228964#2014-11-08 01:19:05#228964#2014-11-08 02:56:52#13966880#0.928530196729093#0106000020E6100000010000000103000000010000000B00000018E83D42EBA4604041AE1E413B234840AD355914EDA4604039396CF2A8234840E1CB4C82BAA460400BFE2BE9B0234840068AB37DC3A46040E521D776A8254840C475EF5529A66040982619F76E2548400073EB3D8EA76040C1D86B0F35254840792900AF8CA760401AB6FFB5D4244840EAB0C22DBFA76040A94F7287CD244840F70E2B9AB6A76040CD8D8E50D82248405F1B3BF251A660403C01E2E80923484018E83D42EBA4604041AE1E413B234840#0101000020E61000000F99E5883BA660408B29F2B43C244840#Дальневосточный#Еврейская а. обл.#Биробиджанский#лесной#2014-11-08#t
228966#2014-11-08 01:19:05#228966#2014-11-08 01:19:05#5774197#0.00192133160919023#0106000020E61000000100000001030000000100000009000000848A60D26EBE6040C52A943BA20448409ABE6C7578BE604087E375D483064840B9E491E1A9BE60400F198DB77A064840BCEC5365AABE6040C6C58B6493064840EB826EEDECBF60409ABFB63C5E064840491C8902E3BF604001B541BB7D044840289078E9B1BF60407FC742AC850448401E8B6D52B1BF6040B33E48C367044840848A60D26EBE6040C52A943BA2044840#0101000020E6100000A60981E42DBF6040121C4B1D7F054840#Дальневосточный#Еврейская а. обл.#Смидовичский#нет данных#2014-11-08#t
228966#2014-11-08 01:19:05#228966#2014-11-08 02:56:52#5774197#0.00192133160919023#0106000020E61000000100000001030000000100000009000000848A60D26EBE6040C52A943BA20448409ABE6C7578BE604087E375D483064840B9E491E1A9BE60400F198DB77A064840BCEC5365AABE6040C6C58B6493064840EB826EEDECBF60409ABFB63C5E064840491C8902E3BF604001B541BB7D044840289078E9B1BF60407FC742AC850448401E8B6D52B1BF6040B33E48C367044840848A60D26EBE6040C52A943BA2044840#0101000020E6100000A60981E42DBF6040121C4B1D7F054840#Дальневосточный#Еврейская а. обл.#Смидовичский#нет данных#2014-11-08#t
228968#2014-11-08 01:19:05#228968#2014-11-08 01:19:05#8041592#0.672463972820145#0106000020E61000000100000001030000000100000009000000E4149990019E6040837488EAF3FD47409CEDA53C039E6040D0E9E02784FE47401B5DEF48C69D6040F9B59A1A8DFE474031559BC5CC9D60402BA9B0A589004840D3A7B0AD3A9F6040177CFDBD52004840F74E9DCD389F60404EA174B7C8FF47406FCBB2ED759F60406EE0EDC5C0FF474058F96DA16E9F6040C5C218AAC5FD4740E4149990019E6040837488EAF3FD4740#0101000020E6100000D9F6DEA79D9E604090B917C225FF4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-08#t
228968#2014-11-08 01:19:05#228968#2014-11-08 02:56:52#8041592#0.672463972820145#0106000020E61000000100000001030000000100000009000000E4149990019E6040837488EAF3FD47409CEDA53C039E6040D0E9E02784FE47401B5DEF48C69D6040F9B59A1A8DFE474031559BC5CC9D60402BA9B0A589004840D3A7B0AD3A9F6040177CFDBD52004840F74E9DCD389F60404EA174B7C8FF47406FCBB2ED759F60406EE0EDC5C0FF474058F96DA16E9F6040C5C218AAC5FD4740E4149990019E6040837488EAF3FD4740#0101000020E6100000D9F6DEA79D9E604090B917C225FF4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-08#t
228970#2014-11-08 01:19:05#228878#2014-11-08 01:19:05#38755468#3.77177132336432#0106000020E6100000010000000103000000010000001000000096BF31BA52916040EF50DA3C8AEB474075E3FE9F5A9160400921F7DF90ED4740649126DE61916040C4BE119B97EF4740F3AEEA54A1916040AC71BA608EEF4740D0E3FFA7A591604051B805E8CAF047400B75FD2724936040DBE002D899F04740003F1D6E2B936040E4166F3B9FF2474038041AAEA69460402226B8C36CF24740982401309F9460402A8AFC9F68F047404F64FF9F9794604097B2040064EE47401844FF5F909460406A2907505FEC4740B473FD2F15936040889BF80F8EEC4740F8F7007A0D936040191792BC88EA4740282D1A3A8F916040D81BE7FCB5EA4740AA06935992916040936DA96981EB474096BF31BA52916040EF50DA3C8AEB4740#0101000020E6100000E2EEA8C5049360402E892A9A84EE4740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228970#2014-11-08 01:19:05#228878#2014-11-08 02:56:52#38755468#3.77177132336432#0106000020E6100000010000000103000000010000001000000096BF31BA52916040EF50DA3C8AEB474075E3FE9F5A9160400921F7DF90ED4740649126DE61916040C4BE119B97EF4740F3AEEA54A1916040AC71BA608EEF4740D0E3FFA7A591604051B805E8CAF047400B75FD2724936040DBE002D899F04740003F1D6E2B936040E4166F3B9FF2474038041AAEA69460402226B8C36CF24740982401309F9460402A8AFC9F68F047404F64FF9F9794604097B2040064EE47401844FF5F909460406A2907505FEC4740B473FD2F15936040889BF80F8EEC4740F8F7007A0D936040191792BC88EA4740282D1A3A8F916040D81BE7FCB5EA4740AA06935992916040936DA96981EB474096BF31BA52916040EF50DA3C8AEB4740#0101000020E6100000E2EEA8C5049360402E892A9A84EE4740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228970#2014-11-08 01:19:05#228878#2014-11-08 03:06:14#38755468#3.77177132336432#0106000020E6100000010000000103000000010000001000000096BF31BA52916040EF50DA3C8AEB474075E3FE9F5A9160400921F7DF90ED4740649126DE61916040C4BE119B97EF4740F3AEEA54A1916040AC71BA608EEF4740D0E3FFA7A591604051B805E8CAF047400B75FD2724936040DBE002D899F04740003F1D6E2B936040E4166F3B9FF2474038041AAEA69460402226B8C36CF24740982401309F9460402A8AFC9F68F047404F64FF9F9794604097B2040064EE47401844FF5F909460406A2907505FEC4740B473FD2F15936040889BF80F8EEC4740F8F7007A0D936040191792BC88EA4740282D1A3A8F916040D81BE7FCB5EA4740AA06935992916040936DA96981EB474096BF31BA52916040EF50DA3C8AEB4740#0101000020E6100000E2EEA8C5049360402E892A9A84EE4740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228970#2014-11-08 01:19:05#228878#2014-11-08 04:40:06#38755468#3.77177132336432#0106000020E6100000010000000103000000010000001000000096BF31BA52916040EF50DA3C8AEB474075E3FE9F5A9160400921F7DF90ED4740649126DE61916040C4BE119B97EF4740F3AEEA54A1916040AC71BA608EEF4740D0E3FFA7A591604051B805E8CAF047400B75FD2724936040DBE002D899F04740003F1D6E2B936040E4166F3B9FF2474038041AAEA69460402226B8C36CF24740982401309F9460402A8AFC9F68F047404F64FF9F9794604097B2040064EE47401844FF5F909460406A2907505FEC4740B473FD2F15936040889BF80F8EEC4740F8F7007A0D936040191792BC88EA4740282D1A3A8F916040D81BE7FCB5EA4740AA06935992916040936DA96981EB474096BF31BA52916040EF50DA3C8AEB4740#0101000020E6100000E2EEA8C5049360402E892A9A84EE4740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228972#2014-11-08 01:19:05#228878#2014-11-08 01:19:05#12332034#1.0854#0106000020E6100000010000000103000000010000000700000016A9EE99BE8F6040ABAE4335A5E54740EAEF42C6C58F60409662C3AAACE747409E0C4C764591604056A803937AE747403E9B4D2EC3926040284D5A2348E747409D70C869BC926040EA00902C43E5474056F8D0913E916040D021F45C74E5474016A9EE99BE8F6040ABAE4335A5E54740#0101000020E610000058525DAE4091604006ACED7777E64740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228972#2014-11-08 01:19:05#228878#2014-11-08 02:56:52#12332034#1.0854#0106000020E6100000010000000103000000010000000700000016A9EE99BE8F6040ABAE4335A5E54740EAEF42C6C58F60409662C3AAACE747409E0C4C764591604056A803937AE747403E9B4D2EC3926040284D5A2348E747409D70C869BC926040EA00902C43E5474056F8D0913E916040D021F45C74E5474016A9EE99BE8F6040ABAE4335A5E54740#0101000020E610000058525DAE4091604006ACED7777E64740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228972#2014-11-08 01:19:05#228878#2014-11-08 03:06:14#12332034#1.0854#0106000020E6100000010000000103000000010000000700000016A9EE99BE8F6040ABAE4335A5E54740EAEF42C6C58F60409662C3AAACE747409E0C4C764591604056A803937AE747403E9B4D2EC3926040284D5A2348E747409D70C869BC926040EA00902C43E5474056F8D0913E916040D021F45C74E5474016A9EE99BE8F6040ABAE4335A5E54740#0101000020E610000058525DAE4091604006ACED7777E64740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228972#2014-11-08 01:19:05#228878#2014-11-08 04:40:06#12332034#1.0854#0106000020E6100000010000000103000000010000000700000016A9EE99BE8F6040ABAE4335A5E54740EAEF42C6C58F60409662C3AAACE747409E0C4C764591604056A803937AE747403E9B4D2EC3926040284D5A2348E747409D70C869BC926040EA00902C43E5474056F8D0913E916040D021F45C74E5474016A9EE99BE8F6040ABAE4335A5E54740#0101000020E610000058525DAE4091604006ACED7777E64740#Дальневосточный#Еврейская а. обл.#Ленинский#нелесной#2014-11-08#t
228973#2014-11-08 01:19:05#228973#2014-11-08 01:19:05#5831175#\N#0106000020E6100000010000000103000000010000000500000070D811E2A5996040B691FCD2ECD64740E6D12A86AD9960402EA9FB7CEBD8474018D412861C9B6040A2CA596DB8D84740863E16AA149B604071ED9F02BBD6474070D811E2A5996040B691FCD2ECD64740#0101000020E6100000DF269113619A60409A1392F9D2D74740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-08#t
228974#2014-11-08 01:19:05#228974#2014-11-08 01:19:05#5831504#0.0675#0106000020E61000000100000001030000000100000005000000E6AB0572409960408376FB6A96CD4740003DAAED48996040E93912FD94CF4740CD06F41DB79A6040E6AF4E9D60CF4740AF3E1EFAAE9A6040444CAA3263CD4740E6AB0572409960408376FB6A96CD4740#0101000020E6100000F45265CBFB996040263100C77BCE4740#Дальневосточный#Еврейская а. обл.#Ленинский#нет данных#2014-11-08#t
